"screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type","trend"
"flynsexofan","2851895724","2017-05-27 15:24:21","868488049772052480","RT @mookhun03: Vcr ในคอน ความดีงามนี้แกรรร ㅠㅠㅠㅠㅠ  #EXOrDIUMdotinSeoul https://t.co/5uefhq2a5U",4,0,FALSE,NA,TRUE,"868486511695548416",NA,NA,NA,"th","Twitter for Android","868486353339555840","http://pbs.twimg.com/ext_tw_video_thumb/868486353339555840/pu/img/vGfBE_g0F7Esr8Uz.jpg","https://twitter.com/mookhun03/status/868486511695548416/video/1",NA,NA,NA,"mookhun03","310173843",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Mossmonter","457327209","2017-05-27 15:24:21","868488049461571584","RT @IndyKHJM: โปรดั๊กชั่นแท่งไฟคือดีมากกกกก สวยอลังทุกเพลง #EXOrDIUMdotinSeoul https://t.co/JtB1FnnXo1",4066,0,FALSE,NA,TRUE,"868437904854360064",NA,NA,NA,"th","Twitter for iPad","868436974398455808","http://pbs.twimg.com/ext_tw_video_thumb/868436974398455808/pu/img/Y5ygTMoITefPhpoL.jpg","https://twitter.com/IndyKHJM/status/868437904854360064/video/1",NA,NA,NA,"IndyKHJM","612021780",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"_Jutamat_","4612947097","2017-05-27 15:24:21","868488049432211328","RT @EXOBEAKHYUN_TB: กราบกรานขอ HQ หน่อยค่ะ พลีสสสสสcr.  Kai_Gospel #EXOrDiumdotinSeoul 
https://t.co/bXUGcsHuKJ",2191,0,FALSE,NA,TRUE,"868436523682635648",NA,NA,NA,"th","Twitter for Android","868436111424602112","http://pbs.twimg.com/media/DA1OCsuVwAAfLKr.jpg","https://twitter.com/Kai_Gospel0114/status/868436118336712704/photo/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDiumdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"TitapornYongram","4074468560","2017-05-27 15:24:21","868488049159675904","RT @OurHunBaekTH: 170527 #EXOrDIUMdotinSeoul จ้องน้องใกล้มาก ㅠㅠㅠㅠㅠㅠㅠㅠㅠ

(Cr.hideandseek56) #Hunbaek #Sebaek https://t.co/U5wCLoUPwD",166,0,FALSE,NA,TRUE,"868462450990915584",NA,NA,NA,"th","Twitter for Android","868462421832118272","http://pbs.twimg.com/media/DA1l-KoUMAA8EAw.jpg","https://twitter.com/OurHunBaekTH/status/868462450990915584/photo/1",NA,NA,NA,"OurHunBaekTH","3253359278",NA,"EXOrDIUMdotinSeoul Hunbaek Sebaek",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"xiuminkiki","1698278953","2017-05-27 15:24:21","868488049105162240","RT @EXOBEAKHYUN_TB: คือมันดีมากๆอะ #EXOrDIUMdotinSeoul https://t.co/fxOrVOCRf7",1220,0,FALSE,NA,TRUE,"868423360874594304",NA,NA,NA,"th","Twitter for Android","868423354184646528","http://pbs.twimg.com/media/DA1CcITUQAAcJMp.jpg","https://twitter.com/EXOBEAKHYUN_TB/status/868423360874594304/photo/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"DO_oneandonly","3186528704","2017-05-27 15:24:21","868488049067347840","RT @baeksooph: 170527 D.O @ #EXOrDIUMdotinSeoul cr. missing U

yakii~ https://t.co/pyZdsizkPI",8,0,FALSE,NA,TRUE,"868475498086637440",NA,NA,NA,"tl","Twitter for iPad","868475472379760640","http://pbs.twimg.com/media/DA1x1ztV0AAV7We.jpg","https://twitter.com/baeksooph/status/868475498086637568/photo/1",NA,NA,NA,"baeksooph","3181169610",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"chachansea","3147806270","2017-05-27 15:24:21","868488049033748480","RT @IndyKHJM: ระบบเสียงโคตรดี เคยมาดูคอนเลดี้กาก้าที่นี่ ไม่กระหึ่มอ่ะ นี่ดีมากกก #EXOrDIUMdotinSeoul https://t.co/XWggzObav0",4563,0,FALSE,NA,TRUE,"868411046242902016",NA,NA,NA,"th","Twitter for Android","868410395286937600","http://pbs.twimg.com/ext_tw_video_thumb/868410395286937600/pu/img/coNSjQgHnTofX0lU.jpg","https://twitter.com/IndyKHJM/status/868411046242902017/video/1",NA,NA,NA,"IndyKHJM","612021780",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"suhoshie","730702087684689920","2017-05-27 15:24:21","868488048773705728","RT @Paochan61: #EXOrDIUMdotinSeoul #baekhyun 

@hideandseek56 https://t.co/6u6Vgse3uh",273,0,FALSE,NA,TRUE,"868452925554647040",NA,NA,NA,"und","Twitter for Android","868452894227419008","http://pbs.twimg.com/media/DA1dTliV0AA72PQ.jpg","https://twitter.com/Paochan61/status/868452925554647040/photo/1",NA,NA,NA,"Paochan61 hideandseek56","3187115552 2446585873",NA,"EXOrDIUMdotinSeoul baekhyun",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"fireyeol__","836583715757158400","2017-05-27 15:24:21","868488048450838528","RT @lookingforcy: look, these smiles could solve all the problems in the world

#EXOrDIUMdotinSeoul https://t.co/pooAw62Ei5",4,0,FALSE,NA,TRUE,"868487156926251008",NA,NA,NA,"en","Twitter Web Client","868486615252967424","http://pbs.twimg.com/media/DA17-aJVoAMjNLM.jpg","https://twitter.com/lookingforcy/status/868487156926251008/photo/1",NA,NA,NA,"lookingforcy","2507108252",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"AomPanas","746979911093489664","2017-05-27 15:24:21","868488048303947648","RT @_blacknekoz: พ่อเรียกกลับด้อมแล้วค่ะ #EXOrDIUMdotinSeoul https://t.co/Yg2FqMaOQu",3119,0,FALSE,NA,TRUE,"868457160442642432",NA,NA,NA,"th","Twitter for iPhone","868457041890693120","http://pbs.twimg.com/media/DA1hFAyU0AEy527.jpg","https://twitter.com/_blacknekoz/status/868457160442642432/photo/1",NA,NA,NA,"_blacknekoz","1607852036",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"sweety_tao","2595109999","2017-05-27 15:24:21","868488047943270400","RT @SARANG_SEHUN: 170527 SEHUN #EXOrDIUMdotinSeoul cr.ALLOFSERENDIPITY https://t.co/Wn6nkVxbMS",132,0,FALSE,NA,TRUE,"868420844715859840",NA,NA,NA,"in","Twitter Web Client","868420579392495616","http://pbs.twimg.com/ext_tw_video_thumb/868420579392495616/pu/img/HUalWyjZpsl_gB1J.jpg","https://twitter.com/SARANG_SEHUN/status/868420844715859972/video/1",NA,NA,NA,"SARANG_SEHUN","884576683",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"_jeongsmile","570142787","2017-05-27 15:24:20","868488047733739520","RT @jinttokki: Concert level: EXO
#EXOrDIUMdotinSeoul https://t.co/psTl78wsuw",57,0,FALSE,NA,TRUE,"868466785959370752",NA,NA,NA,"es","Twitter for Android","868446168560263040","http://pbs.twimg.com/ext_tw_video_thumb/868446168560263169/pu/img/C-iSsMWsF6gae4Mk.jpg","https://twitter.com/delightcy_/status/868447107702702083/video/1",NA,NA,NA,"jinttokki","859632349172174848",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"dayangggmeter","787250666","2017-05-27 15:24:20","868488047507120128","RT @serenity_seni: @EXO_ticket_bot [RT plz] B3-5 라면 뒷열 이라도 좋아요  DM 부탁드릴께요!!!  #EXOrDIUMdotinSeoul #EXOrDIUMDot #티켓 #양도 #교환 #엑소 #EXO #티켓교환…",16,0,FALSE,NA,TRUE,"868486455110246400",NA,NA,NA,"ko","Twitter for iPad",NA,NA,NA,NA,NA,NA,"serenity_seni EXO_ticket_bot","752515294631825408 2446952586",NA,"EXOrDIUMdotinSeoul EXOrDIUMDot 티켓 양도 교환 엑소 EXO 티켓교환",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"besttanyarak","284091193","2017-05-27 15:24:20","868488047037259648","RT @EXOBEAKHYUN_TB: นี่คืออาการของคนเขิน???? จงอินนี่มันน่าตีจริมๆ #EXOrDIUMdotinSeoul  https://t.co/F65lHMAp4h",2163,0,FALSE,NA,TRUE,"868442936068808704",NA,NA,NA,"th","Twitter Web Client","868438222614831104","http://pbs.twimg.com/ext_tw_video_thumb/868438222614831106/pu/img/Jj7NE-PUIkAMWANu.jpg","https://twitter.com/DOyourBEST_1214/status/868439384713863168/video/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"qinqmian","779984834466869120","2017-05-27 15:24:20","868488046932631552","RT @MYEONFlNlTY: just how cool ;---; the light dances along with the beat! I'm so mesmerized #EXOrDIUMdotinSeoul https://t.co/zUn9gq2zVw",242,0,FALSE,NA,TRUE,"868460764775895040",NA,NA,NA,"en","Twitter for Android","868457958316752896","http://pbs.twimg.com/ext_tw_video_thumb/868457958316752897/pu/img/ZmXGdzTt9XtaZri7.jpg","https://twitter.com/dalkykim/status/868458722841866240/video/1",NA,NA,NA,"MYEONFlNlTY","2183608873",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Muzikislife96","2957712890","2017-05-27 15:24:20","868488046735486848","RT @nanarissara_b: Rainbow Heaven #EXOrDIUMDotinSeoul https://t.co/ufcXSRMHmC",4287,0,FALSE,NA,TRUE,"868428922530152320",NA,NA,NA,"en","Twitter for Android","868428781962149760","http://pbs.twimg.com/ext_tw_video_thumb/868428781962149888/pu/img/JymOmIsWlwVXYKoo.jpg","https://twitter.com/nanarissara_b/status/868428922530152448/video/1",NA,NA,NA,"nanarissara_b","418653053",NA,"EXOrDIUMDotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"reginaeve","21122159","2017-05-27 15:24:20","868488046697512960","RT @rulerofwind_sh: dream concert 2017? no this is exo's concert 💗 #EXOrDIUMdotinSeoul https://t.co/6kdl7VDp2B",2491,0,FALSE,NA,TRUE,"868430796939337728",NA,NA,NA,"en","Twitter for Android","868430177725841408","http://pbs.twimg.com/media/DA1IpT-UAAAjGfu.jpg","https://twitter.com/rulerofwind_sh/status/868430796939337728/photo/1",NA,NA,NA,"rulerofwind_sh","1266786450",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Jira_s04","2913840740","2017-05-27 15:24:20","868488046651375616","RT @IndyKHJM: โปรดั๊กชั่นแท่งไฟคือดีมากกกกก สวยอลังทุกเพลง #EXOrDIUMdotinSeoul https://t.co/JtB1FnnXo1",4069,0,FALSE,NA,TRUE,"868437904854360064",NA,NA,NA,"th","Twitter for iPhone","868436974398455808","http://pbs.twimg.com/ext_tw_video_thumb/868436974398455808/pu/img/Y5ygTMoITefPhpoL.jpg","https://twitter.com/IndyKHJM/status/868437904854360064/video/1",NA,NA,NA,"IndyKHJM","612021780",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"ineffable_osh","4740462013","2017-05-27 15:24:20","868488046638800896","RT @EXOGlobal: [FANCAM] 170527 EXO ""Wolf"" #EXOrDIUMdotinSeoul Day 1
Cr: xo_pang https://t.co/gfervEhtuv",1029,0,FALSE,NA,TRUE,"868414333272952832",NA,NA,NA,"en","Twitter for iPhone","868413866585325440","http://pbs.twimg.com/ext_tw_video_thumb/868413866585325568/pu/img/flAcJii8zvlMebzg.jpg","https://twitter.com/EXOGlobal/status/868414333272952833/video/1",NA,NA,NA,"EXOGlobal","564412232",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Kyungsoo_nas","743807892558491520","2017-05-27 15:24:20","868488046571737088","RT @kimtaeoil: ชอบตอนท่อนนี้มาก เฉินแบคให้อารมณ์แบบนิวจิ๋วประชันเสียงกันอะ เสียงดี  โน๊ตสูงก้อดีงามไปอีก ชอบมากอะ 👍 #EXOrDIUMdotinSeoul htt…",22,0,FALSE,NA,TRUE,"868480718854168448",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,NA,NA,"kimtaeoil","2983403990",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Pinpin_sy","860812808237142016","2017-05-27 15:24:20","868488046324228096","RT @GIRL5003: แจก lucky bag 1คน รูปกัซ บังทัน exoนะ สุ่มตอน5ทุ่มนะ ออกค่าส่งเองมีรูป3ขนาด และโปสการ์ดนะ รี+ฟอล #EXOrDIUMdotinSeoul #PRODUCE…",28,0,FALSE,NA,TRUE,"868456528553984000",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,NA,NA,"GIRL5003","780054638754004992",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"stupidmine","2560699058","2017-05-27 15:24:20","868488046278197120","RT @EXOBEAKHYUN_TB: กลัวแล้วค่ะกลัวแล้ว😭😭😭😭😭😭 ไม่แปลกใจออกไรมาก็sold out #EXOrDIUMdotInSeoul
 https://t.co/jSJf2AznbH",5747,0,FALSE,NA,TRUE,"868430053721333760",NA,NA,NA,"th","Twitter for Android","868428877571411840","http://pbs.twimg.com/ext_tw_video_thumb/868428877571411972/pu/img/vRYI08eDAARSSb_V.jpg","https://twitter.com/username_0114/status/868429259399766017/video/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotInSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"mildnitchakan","2940413826","2017-05-27 15:24:20","868488046190014464","RT @EXOBEAKHYUN_TB: กลัวแล้วค่ะกลัวแล้ว😭😭😭😭😭😭 ไม่แปลกใจออกไรมาก็sold out #EXOrDIUMdotInSeoul
 https://t.co/jSJf2AznbH",5747,0,FALSE,NA,TRUE,"868430053721333760",NA,NA,NA,"th","Twitter for iPhone","868428877571411840","http://pbs.twimg.com/ext_tw_video_thumb/868428877571411972/pu/img/vRYI08eDAARSSb_V.jpg","https://twitter.com/username_0114/status/868429259399766017/video/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotInSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"bunnythinggs","781141328931368960","2017-05-27 15:24:20","868488045988794240","RT @jlhx12_: เอ็กโซแอลUSAทำตารางเค้าท์ดาวน์เวลาคอนดอทให้ทั่วโลกเลยอะ รู้สึกยิ่งใหญ่มากๆ 
#EXOrDIUMDotinSeoul https://t.co/zrKwxUg7WB",3222,0,FALSE,NA,TRUE,"868344449943744512",NA,NA,NA,"th","Twitter for iPhone","868344438744952832","http://pbs.twimg.com/media/DAz6qpYUMAA3wez.jpg","https://twitter.com/jlhx12_/status/868344449943744513/photo/1",NA,NA,NA,"jlhx12_","2672788166",NA,"EXOrDIUMDotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"JanjhiraP","2575138129","2017-05-27 15:24:20","868488045875429248","RT @PCYHomeThaiLand: 170527 คุณคริสลี ไปอังกอร์คอนเสิร์ต #EXOrDIUMdotinSeoul และได้รับจานบินพร้อมลายเซ็นของชานยอล
https://t.co/aOpaMKMn23
h…",643,0,FALSE,NA,TRUE,"868477112025358208",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,"instagram.fbkk5-2.fna.fbcdn.net/t51.2885-15/e3…","https://instagram.fbkk5-2.fna.fbcdn.net/t51.2885-15/e35/18645211_433109260394535_6387609391360638976_n.jpg","PCYHomeThaiLand","2277244776",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"beenomaj","1014685063","2017-05-27 15:24:20","868488045837688832","RT @EXOBEAKHYUN_TB: 😭😭 #EXOrDiumdotinSeoul  https://t.co/HIoJgvc5YD",1141,0,FALSE,NA,TRUE,"868476854956466048",NA,NA,NA,"und","Twitter for iPhone","868470859832467328","http://pbs.twimg.com/ext_tw_video_thumb/868470859832467456/pu/img/A1yn11VolliD0ziG.jpg","https://twitter.com/Mycutiedeer/status/868473256457666560/video/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDiumdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"laurexodus","2283654560","2017-05-27 15:24:20","868488045762416640","RT @_b_bh0506: 170527 EXO'rDIUM dot in Seoul highlights for Day 1 concert #EXOrDIUMdotinSeoul 

-pls give proper credits- https://t.co/3faQ…",270,0,FALSE,NA,TRUE,"868459191916154880",NA,NA,NA,"en","Twitter for Android",NA,NA,NA,NA,NA,NA,"_b_bh0506","811958076467089408",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Pai27428","3599265852","2017-05-27 15:24:20","868488045686800384","RT @jhajaa_: โคตรซึ้งไม่คิดว่าจะออกมาทำอะไรแบบนี้อะ 😭💘 #EXOrDIUMdotinSeoul https://t.co/4q9TFXYtY9",5362,0,FALSE,NA,TRUE,"868454005248204800",NA,NA,NA,"th","Twitter for Android","868452415049129984","http://pbs.twimg.com/ext_tw_video_thumb/868452415049129985/pu/img/J9MpOVgEl7h5XFba.jpg","https://twitter.com/jhajaa_/status/868454005248204800/video/1",NA,NA,NA,"jhajaa_","1943435960",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"delightbbh","1797666709","2017-05-27 15:24:20","868488045606993920","RT @dailyexhoe: BEST OCEAN AWARD GOES TO... 

#EXOrDIUMdotinSeoul  https://t.co/Pj4yWLXikH",2769,0,FALSE,NA,TRUE,"868425970935504896",NA,NA,NA,"en","Twitter for Android","868424861604958208","http://pbs.twimg.com/ext_tw_video_thumb/868424861604958208/pu/img/TPLG8QQWkHCuR9Hs.jpg","https://twitter.com/xo_pang/status/868425211221204993/video/1",NA,NA,NA,"dailyexhoe","2498685337",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"ooh_gnat","528302866","2017-05-27 15:24:20","868488045195968512","RT @KaiiWorld: [170527] #KAI #카이 at #EXOrDIUMdotinSeoul D-1 ©snowbear https://t.co/gARmy3SZas",118,0,FALSE,NA,TRUE,"868484796648902528",NA,NA,NA,"en","Twitter for Android","868481872971431808","http://pbs.twimg.com/media/DA13qXxUAAA80IX.jpg","https://twitter.com/SnowBear_9094/status/868481893628497921/photo/1",NA,NA,NA,"KaiiWorld","549203651",NA,"KAI 카이 EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"brokenficent","188243018","2017-05-27 15:24:20","868488045133086720","RT @rulerofwind_sh: exo will be really... smaller than ants #EXOrDIUMdotinSeoul https://t.co/cBF7KxIfUd",1050,0,FALSE,NA,TRUE,"868390202707918720",NA,NA,NA,"en","Twitter for Android","868390178187956224","http://pbs.twimg.com/media/DA0kRCFU0AEBUDx.jpg","https://twitter.com/rulerofwind_sh/status/868390202707918848/photo/1",NA,NA,NA,"rulerofwind_sh","1266786450",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"xiuxiuminexo","3119184667","2017-05-27 15:24:20","868488044743188480","RT @maxiuxbb: Xiumin knows what we want HAHAHAHA that boy ㅋㅋㅋㅋㅋ #EXOrDIUMdotinSeoul https://t.co/N73e1S7Qzb",32,0,FALSE,NA,TRUE,"868452885201211520",NA,NA,NA,"en","Twitter for Android","868450414919798784","http://pbs.twimg.com/ext_tw_video_thumb/868450414919798788/pu/img/RiCSrWmeOtdHLRvk.jpg","https://twitter.com/Metcha326/status/868451072641073152/video/1",NA,NA,NA,"maxiuxbb","89872478",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"_xmswtdm","825697374005661696","2017-05-27 15:24:20","868488044726304640","RT @mildoomild: ประทับใจตรงเพลง Lucky ละแท่งไฟเปลี่ยนเป็นสีรุ้งอ่ะ มันคือค.โชคดีจริงๆ อซ.และอซอ.คือความโชคดี😍💓 #EXOrDIUMdotinSeoul  https:/…",644,0,FALSE,NA,TRUE,"868449915449425920",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,NA,NA,"mildoomild","2416765393",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"andyblackie","2230697170","2017-05-27 15:24:20","868488044562788352","RT @YEOLtotheworld: the realms of day and night #EXOrDIUMdotinSeoul https://t.co/gPTDkVq0eL",10,0,FALSE,NA,TRUE,"868486945004900352",NA,NA,NA,"en","Twitter for iPhone","868486898066497408","http://pbs.twimg.com/media/DA18O3tVoAA5MZ-.jpg","https://twitter.com/YEOLtotheworld/status/868486945004900352/photo/1",NA,NA,NA,"YEOLtotheworld","1853703163",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"jun_yolove","978386192","2017-05-27 15:24:20","868488044319395840","RT @kai_sh94: 170527 #EXOrDIUMdotinSeoul #카이 #kai #종인
나 지짜 깜짝 놀랬다... 복근...와우 https://t.co/mGOh5wJsvX",262,0,FALSE,NA,TRUE,"868478541234450432",NA,NA,NA,"ko","Twitter for Android","868478254260273152","http://pbs.twimg.com/ext_tw_video_thumb/868478254260273152/pu/img/yyae-RXjLVzRzPVb.jpg","https://twitter.com/kai_sh94/status/868478541234450433/video/1",NA,NA,NA,"kai_sh94","3103032654",NA,"EXOrDIUMdotinSeoul 카이 kai 종인",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"randomyeol_","383571215","2017-05-27 15:24:20","868488044310970240","RT @Amo_SuuH: 170527 #EXOrDIUMdotinSeoul 엑소디움닷 new VCR https://t.co/LPIJE9hvYa",4502,0,FALSE,NA,TRUE,"868433688358301696",NA,NA,NA,"ko","Twitter for Android","868432242711724032","http://pbs.twimg.com/ext_tw_video_thumb/868432242711724032/pu/img/gz6evWYbv_UV62lj.jpg","https://twitter.com/Amo_SuuH/status/868433688358301696/video/1",NA,NA,NA,"Amo_SuuH","3120658447",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"ceballoninoska1","637150149","2017-05-27 15:24:20","868488044202139520","RT @T4em1nni3_: Esto es bellísimo exo-l 😍😍 lo lindo que sería ser un idol y ver esto  #EXOrDIUMdotinSeoul 
https://t.co/XZGccKNIKN",68,0,FALSE,NA,TRUE,"868444561772867584",NA,NA,NA,"es","Twitter for Android","868428781962149760","http://pbs.twimg.com/ext_tw_video_thumb/868428781962149888/pu/img/JymOmIsWlwVXYKoo.jpg","https://twitter.com/nanarissara_b/status/868428922530152448/video/1",NA,NA,NA,"T4em1nni3_","838239586744696832",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"parkyuniee","4236463768","2017-05-27 15:24:20","868488044017528832","RT @ShinersBR: [#EXOrDIUMdotinSeoul 🌱] Baekhyun: Vocês estão aqui porque estamos aqui e nós estamos aqui porque vocês estão aqui, certo? ♡",219,0,FALSE,NA,TRUE,"868451938794446720",NA,NA,NA,"pt","Twitter Web Client",NA,NA,NA,NA,NA,NA,"ShinersBR","3070744541",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"songpanpan_","477904966","2017-05-27 15:24:19","868488043493072896","RT @EXOBEAKHYUN_TB: กลัวแล้วค่ะกลัวแล้ว😭😭😭😭😭😭 ไม่แปลกใจออกไรมาก็sold out #EXOrDIUMdotInSeoul
 https://t.co/jSJf2AznbH",5747,0,FALSE,NA,TRUE,"868430053721333760",NA,NA,NA,"th","Twitter for iPhone","868428877571411840","http://pbs.twimg.com/ext_tw_video_thumb/868428877571411972/pu/img/vRYI08eDAARSSb_V.jpg","https://twitter.com/username_0114/status/868429259399766017/video/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotInSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"biasilva_16","1566687096","2017-05-27 15:24:19","868488043480711040","RT @unfairsoo: deve ser tão emocionante estar nesse meio, só de ver o vídeo me sinto emocionada #EXOrDIUMdotinSeoul https://t.co/Nyd9XyTYGA",127,0,FALSE,NA,TRUE,"8.68462251057e+17",NA,NA,NA,"pt","Twitter for iPhone","868436868311941120","http://pbs.twimg.com/ext_tw_video_thumb/868436868311941120/pu/img/8oAuMA4fOBcrbjRb.jpg","https://twitter.com/EXOGlobal/status/868437071136010240/video/1",NA,NA,NA,"unfairsoo","3081784672",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"waryeol","2976468136","2017-05-27 15:24:19","868488043451305984","RT @jaceherondsle: eu tô chorando muito #EXOrDIUMdotinSeoul https://t.co/1X81Vy87ZN",203,0,FALSE,NA,TRUE,"868465355626336128",NA,NA,NA,"pt","Twitter for Android","868436974398455808","http://pbs.twimg.com/ext_tw_video_thumb/868436974398455808/pu/img/Y5ygTMoITefPhpoL.jpg","https://twitter.com/IndyKHJM/status/868437904854360064/video/1",NA,NA,NA,"jaceherondsle","1449878953",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
